peptide,1,2,3,4,5
DiSul-1,2605.15,1303.08,869.05,652.04,521.84
SG-CHH-pyro-Q-reduced,2609.18,1305.09,870.4,653.05,522.64
DiSul-2,2619.18,1310.09,873.73,655.55,524.64
DiSul-1,2622.18,1311.59,874.73,656.3,525.24
DiSul-17,2623.32,1312.17,875.11,656.59,525.47
DiSul-17,2624.31,1312.66,875.44,656.83,525.67
SG-CHH-pyro-Q-reduced,2626.21,1313.61,876.07,657.31,526.05
DiSul-1,2632.16,1316.58,878.06,658.8,527.24
DiSul-1,2633.14,1317.08,878.39,659.04,527.43
DiSul-5,2633.22,1317.11,878.41,659.06,527.45
SG-CHH-pyro-Q-reduced,2636.19,1318.6,879.4,659.8,528.04
DiSul-2,2636.21,1318.61,879.41,659.81,528.05
SG-CHH-pyro-Q-reduced,2637.17,1319.09,879.73,660.05,528.24
DiSul-9,2639.2,1320.1,880.41,660.56,528.65
DiSul-17,2641.33,1321.17,881.12,661.09,529.07
SG-CHH-reduced,2643.23,1322.12,881.75,661.56,529.45
DiSul-2,2646.19,1323.6,882.74,662.3,530.04
DiSul-2,2647.18,1324.09,883.06,662.55,530.24
DiSul-9,2649.19,1325.1,883.73,663.05,530.64
DiSul-1,2650.17,1325.59,884.06,663.3,530.84
DiSul-5,2650.24,1325.62,884.09,663.32,530.85
SG-CHH-reduced,2653.22,1327.11,885.08,664.06,531.45
DiSul-10,2653.24,1327.12,885.08,664.06,531.45
SG-CHH-pyro-Q-reduced,2654.2,1327.6,885.41,664.31,531.65
DiSul-5,2660.23,1330.62,887.41,665.81,532.85
DiSul-5,2661.21,1331.11,887.74,666.06,533.05
DiSul-10,2663.22,1332.11,888.41,666.56,533.45
DiSul-2,2664.2,1332.61,888.74,666.81,533.65
DiSul-3,2666.28,1333.64,889.43,667.33,534.06
DiSul-9,2667.2,1334.1,889.74,667.56,534.25
DiSul-3,2667.26,1334.13,889.76,667.57,534.26
DiSul-13,2667.27,1334.14,889.76,667.57,534.26
SG-CHH-pyro-Q-reduced,2668.29,1334.65,890.1,667.83,534.46
SG-CHH-pyro-Q-reduced,2669.28,1335.14,890.43,668.08,534.66
SG-CHH-reduced,2671.23,1336.12,891.08,668.56,535.05
DiSul-13,2677.25,1339.13,893.09,670.07,536.26
DiSul-5,2678.24,1339.62,893.42,670.32,536.45
DiSul-10,2681.23,1341.12,894.42,671.06,537.05
DiSul-3,2684.29,1342.65,895.43,671.83,537.66
SG-CHH-pyro-Q-reduced,2686.3,1343.66,896.11,672.33,538.07
DiSul-13,2695.26,1348.14,899.09,674.57,539.86
DiSul-1,2720.18,1360.59,907.4,680.8,544.84
DiSul-1,2721.39,1361.2,907.8,681.1,545.08
DiSul-1,2722.37,1361.69,908.13,681.35,545.28
SG-CHH-pyro-Q-reduced,2724.21,1362.61,908.74,681.81,545.65
DiSul-19,2724.32,1362.66,908.78,681.83,545.67
DiSul-19,2725.3,1363.15,909.11,682.08,545.87
PO-CHH-reduced,2726.33,1363.67,909.45,682.34,546.07
PO-CHH-reduced,2727.32,1364.16,909.78,682.58,546.27
DiSul-2,2734.21,1367.61,912.07,684.31,547.65
DiSul-1,2737.2,1369.1,913.07,685.06,548.25
DiSul-1,2739.4,1370.2,913.8,685.6,548.69
SG-CHH-pyro-Q-reduced,2741.23,1371.12,914.42,686.06,549.05
DiSul-19,2742.33,1371.67,914.78,686.34,549.27
PO-CHH-reduced,2744.34,1372.68,915.45,686.84,549.67
DiSul-1,2747.19,1374.1,916.4,687.55,550.24
DiSul-1,2748.17,1374.59,916.73,687.8,550.44
SG-CHH-pyro-Q-reduced,2751.22,1376.11,917.74,688.56,551.05
DiSul-2,2751.24,1376.12,917.75,688.56,551.05
SG-CHH-pyro-Q-reduced,2752.2,1376.6,918.07,688.81,551.25
DiSul-9,2754.23,1377.62,918.75,689.31,551.65
DiSul-17,2754.36,1377.69,918.79,689.35,551.68
DiSul-17,2755.35,1378.18,919.12,689.59,551.88
SG-CHH-reduced,2758.26,1379.63,920.09,690.32,552.46
DiSul-2,2761.22,1381.11,921.08,691.06,553.05
DiSul-2,2762.2,1381.61,921.41,691.31,553.25
DiSul-9,2764.21,1382.61,922.08,691.81,553.65
DiSul-1,2765.2,1383.1,922.4,692.06,553.85
SG-CHH-reduced,2768.24,1384.63,923.42,692.82,554.46
DiSul-10,2768.26,1384.63,923.43,692.82,554.46
SG-CHH-pyro-Q-reduced,2769.23,1385.12,923.75,693.06,554.65
DiSul-17,2772.37,1386.69,924.8,693.85,555.28
DiSul-10,2778.25,1389.63,926.75,695.32,556.46
DiSul-2,2779.23,1390.12,927.08,695.56,556.65
DiSul-9,2782.22,1391.62,928.08,696.31,557.25
SG-CHH-reduced,2786.25,1393.63,929.42,697.32,558.06
DiSul-10,2796.26,1398.63,932.76,699.82,560.06
DiSul-5,2796.28,1398.64,932.76,699.83,560.06
DiSul-5,2813.31,1407.16,938.44,704.08,563.47
DiSul-3,2822.38,1411.69,941.46,706.35,565.28
DiSul-5,2823.29,1412.15,941.77,706.58,565.46
DiSul-3,2823.36,1412.19,941.79,706.6,565.48
DiSul-5,2824.27,1412.64,942.1,706.82,565.66
SG-CHH-pyro-Q-reduced,2824.39,1412.7,942.14,706.85,565.69
SG-CHH-pyro-Q-reduced,2825.38,1413.19,942.46,707.1,565.88
DiSul-13,2830.33,1415.67,944.12,708.34,566.87
DiSul-1,2834.47,1417.74,945.49,709.37,567.7
DiSul-1,2835.2,1418.11,945.74,709.56,567.85
DiSul-1,2835.45,1418.23,945.82,709.62,567.9
SG-CHH-pyro-Q-reduced,2839.23,1420.12,947.08,710.56,568.65
DiSul-13,2840.32,1420.66,947.44,710.83,568.87
DiSul-3,2840.39,1420.7,947.47,710.85,568.88
DiSul-5,2841.3,1421.15,947.77,711.08,569.07
SG-CHH-pyro-Q-reduced,2842.4,1421.71,948.14,711.36,569.29
DiSul-1,2852.23,1426.62,951.41,713.81,571.25
DiSul-1,2852.48,1426.74,951.5,713.88,571.3
DiSul-19,2855.36,1428.18,952.46,714.6,571.88
SG-CHH-pyro-Q-reduced,2856.26,1428.63,952.76,714.82,572.06
DiSul-19,2856.34,1428.67,952.79,714.84,572.07
PO-CHH-reduced,2857.37,1429.19,953.13,715.1,572.28
DiSul-13,2858.33,1429.67,953.45,715.34,572.47
PO-CHH-reduced,2858.36,1429.68,953.46,715.34,572.48
DiSul-1,2862.21,1431.61,954.74,716.31,573.25
DiSul-1,2863.2,1432.1,955.07,716.56,573.45
SG-CHH-pyro-Q-reduced,2866.24,1433.63,956.09,717.32,574.06
SG-CHH-pyro-Q-reduced,2867.23,1434.12,956.41,717.56,574.25
DiSul-9,2869.26,1435.13,957.09,718.07,574.66
SG-CHH-reduced,2873.29,1437.15,958.43,719.08,575.46
DiSul-19,2873.37,1437.19,958.46,719.1,575.48
PO-CHH-reduced,2875.38,1438.2,959.13,719.6,575.88
DiSul-9,2879.24,1440.12,960.42,720.57,576.65
DiSul-1,2880.22,1440.62,960.75,720.81,576.85
SG-CHH-reduced,2883.27,1442.14,961.76,721.57,577.46
SG-CHH-pyro-Q-reduced,2884.26,1442.63,962.09,721.82,577.66
DiSul-17,2885.4,1443.21,962.47,722.11,577.89
DiSul-17,2886.39,1443.7,962.8,722.35,578.08
DiSul-9,2897.25,1449.13,966.42,725.07,580.26
DiSul-3,2897.27,1449.14,966.43,725.07,580.26
SG-CHH-reduced,2901.28,1451.14,967.77,726.08,581.06
DiSul-17,2903.41,1452.21,968.48,726.61,581.49
DiSul-5,2910.32,1455.66,970.78,728.34,582.87
DiSul-3,2914.3,1457.65,972.1,729.33,583.67
DiSul-3,2924.28,1462.65,975.43,731.83,585.66
DiSul-3,2925.27,1463.14,975.76,732.07,585.86
DiSul-5,2927.35,1464.18,976.45,732.59,586.28
DiSul-11,2931.33,1466.17,977.78,733.59,587.07
DiSul-1,2933.54,1467.27,978.52,734.14,587.51
DiSul-1,2934.52,1467.76,978.85,734.39,587.71
DiSul-3,2935.46,1468.24,979.16,734.62,587.9
DiSul-1,2936.2,1468.6,979.4,734.8,588.05
DiSul-3,2936.45,1468.73,979.49,734.87,588.1
DiSul-5,2937.33,1469.17,979.78,735.09,588.27
SG-CHH-pyro-Q-reduced,2937.48,1469.24,979.83,735.13,588.3
DiSul-5,2938.32,1469.66,980.11,735.34,588.47
SG-CHH-pyro-Q-reduced,2938.46,1469.74,980.16,735.37,588.5
DiSul-11,2941.31,1471.16,981.11,736.08,589.07
SG-CHH-pyro-Q-reduced,2942.24,1471.63,981.42,736.32,589.25
DiSul-3,2942.29,1471.65,981.44,736.33,589.27
DiSul-13,2944.37,1472.69,982.13,736.85,589.68
DiSul-1,2951.55,1476.28,984.52,738.64,591.12
DiSul-1,2953.22,1477.12,985.08,739.06,591.45
DiSul-3,2953.47,1477.24,985.16,739.12,591.5
DiSul-13,2954.36,1477.68,985.46,739.35,591.68
DiSul-5,2955.34,1478.18,985.79,739.59,591.87
SG-CHH-pyro-Q-reduced,2955.49,1478.25,985.83,739.63,591.9
SG-CHH-pyro-Q-reduced,2959.27,1480.14,987.1,740.57,592.66
DiSul-11,2959.32,1480.16,987.11,740.59,592.67
DiSul-1,2963.21,1482.11,988.41,741.56,593.45
DiSul-1,2964.19,1482.6,988.74,741.8,593.64
SG-CHH-pyro-Q-reduced,2969.25,1485.13,990.42,743.07,594.66
SG-CHH-pyro-Q-reduced,2970.24,1485.62,990.75,743.32,594.85
DiSul-9,2970.25,1485.63,990.75,743.32,594.86
DiSul-13,2972.37,1486.69,991.46,743.85,595.28
SG-CHH-reduced,2976.3,1488.65,992.77,744.83,596.07
DiSul-9,2980.23,1490.62,994.08,745.81,596.85
DiSul-1,2981.22,1491.11,994.41,746.06,597.05
SG-CHH-reduced,2986.28,1493.64,996.1,747.33,598.06
DiSul-19,2986.4,1493.7,996.14,747.36,598.09
SG-CHH-pyro-Q-reduced,2987.26,1494.14,996.43,747.57,598.26
DiSul-19,2987.38,1494.19,996.47,747.6,598.28
PO-CHH-reduced,2988.41,1494.71,996.81,747.86,598.49
PO-CHH-reduced,2989.4,1495.2,997.14,748.11,598.69
DiSul-9,2998.24,1499.63,1000.09,750.32,600.46
DiSul-2,2998.27,1499.64,1000.09,750.32,600.46
DiSul-17,2999.45,1500.23,1000.49,750.62,600.7
DiSul-17,3000.43,1500.72,1000.82,750.86,600.89
SG-CHH-reduced,3004.29,1502.65,1002.1,751.83,601.66
DiSul-19,3004.41,1502.71,1002.14,751.86,601.69
PO-CHH-reduced,3006.42,1503.72,1002.81,752.36,602.09
DiSul-3,3011.32,1506.16,1004.44,753.58,603.07
DiSul-2,3015.29,1508.15,1005.77,754.58,603.86
DiSul-17,3017.46,1509.23,1006.49,755.12,604.3
DiSul-5,3023.41,1512.21,1008.47,756.61,605.49
DiSul-2,3025.28,1513.14,1009.1,757.08,605.86
DiSul-2,3026.26,1513.63,1009.43,757.32,606.06
DiSul-3,3028.34,1514.67,1010.12,757.84,606.47
DiSul-10,3032.32,1516.66,1011.44,758.84,607.27
DiSul-3,3034.53,1517.77,1012.18,759.39,607.71
DiSul-3,3035.52,1518.26,1012.51,759.63,607.91
SG-CHH-pyro-Q-reduced,3036.55,1518.78,1012.85,759.89,608.12
SG-CHH-pyro-Q-reduced,3037.53,1519.27,1013.18,760.14,608.31
DiSul-3,3038.33,1519.67,1013.45,760.34,608.47
DiSul-3,3039.31,1520.16,1013.78,760.58,608.67
DiSul-5,3040.43,1520.72,1014.15,760.86,608.89
DiSul-10,3042.3,1521.66,1014.77,761.33,609.27
DiSul-2,3043.29,1522.15,1015.1,761.58,609.46
DiSul-11,3045.37,1523.19,1015.79,762.1,609.88
DiSul-5,3050.42,1525.71,1017.48,763.36,610.89
DiSul-5,3051.4,1526.2,1017.81,763.61,611.09
DiSul-3,3052.54,1526.77,1018.19,763.89,611.31
SG-CHH-pyro-Q-reduced,3054.56,1527.78,1018.86,764.4,611.72
DiSul-11,3055.35,1528.18,1019.12,764.59,611.88
DiSul-3,3056.34,1528.67,1019.45,764.84,612.07
DiSul-13,3057.46,1529.23,1019.82,765.12,612.3
DiSul-10,3060.31,1530.66,1020.78,765.83,612.87
DiSul-1,3064.58,1532.79,1022.2,766.9,613.72
DiSul-1,3065.56,1533.28,1022.53,767.15,613.92
DiSul-13,3067.44,1534.23,1023.15,767.62,614.29
DiSul-5,3068.43,1534.72,1023.48,767.86,614.49
DiSul-11,3073.36,1537.19,1025.13,769.1,615.48
DiSul-1,3082.59,1541.8,1028.2,771.4,617.32
DiSul-13,3085.45,1543.23,1029.16,772.12,617.9
DiSul-1,3099.26,1550.13,1033.76,775.57,620.66
DiSul-19,3100.44,1550.72,1034.15,775.87,620.89
DiSul-19,3101.42,1551.22,1034.48,776.11,621.09
PO-CHH-reduced,3102.46,1551.73,1034.82,776.37,621.3
PO-CHH-reduced,3103.44,1552.22,1035.15,776.62,621.49
SG-CHH-pyro-Q-reduced,3105.31,1553.16,1035.77,777.08,621.87
DiSul-2,3112.31,1556.66,1038.11,778.83,623.27
DiSul-17,3114.47,1557.74,1038.83,779.37,623.7
DiSul-17,3115.46,1558.23,1039.16,779.62,623.9
DiSul-1,3116.29,1558.65,1039.43,779.83,624.06
DiSul-19,3118.45,1559.73,1040.16,780.37,624.5
PO-CHH-reduced,3120.47,1560.74,1040.83,780.87,624.9
SG-CHH-pyro-Q-reduced,3122.33,1561.67,1041.45,781.34,625.27
DiSul-3,3124.4,1562.7,1042.14,781.86,625.69
DiSul-1,3126.27,1563.64,1042.76,782.32,626.06
DiSul-1,3127.25,1564.13,1043.09,782.57,626.26
DiSul-2,3129.34,1565.17,1043.78,783.09,626.67
SG-CHH-pyro-Q-reduced,3132.32,1566.66,1044.78,783.84,627.27
DiSul-17,3132.48,1566.75,1044.83,783.88,627.3
SG-CHH-pyro-Q-reduced,3133.3,1567.15,1045.11,784.08,627.47
DiSul-9,3133.31,1567.16,1045.11,784.08,627.47
DiSul-2,3139.32,1570.16,1047.11,785.59,628.67
SG-CHH-reduced,3139.36,1570.18,1047.13,785.6,628.68
DiSul-2,3140.3,1570.66,1047.44,785.83,628.87
DiSul-3,3141.43,1571.22,1047.81,786.11,629.09
DiSul-9,3143.3,1572.15,1048.44,786.58,629.47
DiSul-1,3144.28,1572.64,1048.77,786.83,629.66
DiSul-10,3146.36,1573.68,1049.46,787.35,630.08
SG-CHH-reduced,3149.34,1575.18,1050.45,788.09,630.68
SG-CHH-pyro-Q-reduced,3150.33,1575.67,1050.78,788.34,630.87
DiSul-3,3151.41,1576.21,1051.14,788.61,631.09
DiSul-3,3152.39,1576.7,1051.47,788.85,631.29
DiSul-10,3156.35,1578.68,1052.79,789.84,632.08
DiSul-2,3157.33,1579.17,1053.12,790.09,632.27
DiSul-11,3158.45,1579.73,1053.49,790.37,632.5
DiSul-9,3161.31,1581.16,1054.44,791.08,633.07
DiSul-3,3165.57,1583.29,1055.86,792.15,633.92
DiSul-3,3166.56,1583.78,1056.19,792.39,634.12
SG-CHH-reduced,3167.35,1584.18,1056.46,792.59,634.28
SG-CHH-pyro-Q-reduced,3167.59,1584.3,1056.53,792.65,634.32
DiSul-11,3168.44,1584.72,1056.82,792.87,634.49
SG-CHH-pyro-Q-reduced,3168.57,1584.79,1056.86,792.9,634.52
DiSul-3,3169.42,1585.21,1057.15,793.11,634.69
DiSul-10,3174.36,1587.68,1058.79,794.35,635.68
DiSul-1,3178.62,1589.81,1060.21,795.41,636.53
DiSul-1,3179.61,1590.31,1060.54,795.66,636.73
DiSul-3,3183.58,1592.3,1061.87,796.65,637.52
SG-CHH-pyro-Q-reduced,3185.6,1593.3,1062.54,797.16,637.93
DiSul-11,3186.45,1593.73,1062.82,797.37,638.1
DiSul-5,3186.47,1593.74,1062.83,797.37,638.1
DiSul-1,3196.63,1598.82,1066.22,799.91,640.13
DiSul-5,3203.5,1602.25,1068.5,801.63,641.51
DiSul-1,3213.3,1607.16,1071.77,804.08,643.47
DiSul-5,3213.48,1607.24,1071.83,804.13,643.5
DiSul-5,3214.46,1607.74,1072.16,804.37,643.7
DiSul-19,3215.47,1608.24,1072.49,804.62,643.9
DiSul-19,3216.45,1608.73,1072.82,804.87,644.1
PO-CHH-reduced,3217.48,1609.25,1073.17,805.13,644.3
PO-CHH-reduced,3218.47,1609.74,1073.49,805.37,644.5
SG-CHH-pyro-Q-reduced,3219.35,1610.18,1073.79,805.59,644.68
DiSul-13,3220.52,1610.77,1074.18,805.89,644.91
DiSul-2,3225.39,1613.2,1075.8,807.1,645.88
DiSul-1,3230.33,1615.67,1077.45,808.34,646.87
DiSul-13,3230.51,1615.76,1077.51,808.38,646.91
DiSul-5,3231.49,1616.25,1077.84,808.63,647.1
DiSul-19,3233.48,1617.24,1078.5,809.13,647.5
PO-CHH-reduced,3235.49,1618.25,1079.17,809.63,647.9
SG-CHH-pyro-Q-reduced,3236.38,1618.69,1079.46,809.85,648.08
DiSul-1,3240.31,1620.66,1080.78,810.83,648.87
DiSul-1,3241.3,1621.15,1081.1,811.08,649.07
DiSul-2,3242.42,1621.71,1081.48,811.36,649.29
SG-CHH-pyro-Q-reduced,3246.36,1623.68,1082.79,812.35,650.08
SG-CHH-pyro-Q-reduced,3247.34,1624.18,1083.12,812.59,650.28
DiSul-9,3247.36,1624.18,1083.12,812.59,650.28
DiSul-13,3248.52,1624.76,1083.51,812.89,650.51
DiSul-2,3252.4,1626.71,1084.81,813.86,651.29
DiSul-2,3253.39,1627.2,1085.13,814.1,651.48
SG-CHH-reduced,3253.4,1627.21,1085.14,814.11,651.49
DiSul-9,3257.34,1629.17,1086.45,815.09,652.27
DiSul-1,3258.32,1629.67,1086.78,815.34,652.47
DiSul-10,3259.45,1630.23,1087.15,815.62,652.7
DiSul-17,3261.54,1631.27,1087.85,816.14,653.11
DiSul-17,3262.53,1631.77,1088.18,816.39,653.31
SG-CHH-reduced,3263.39,1632.2,1088.47,816.6,653.48
SG-CHH-pyro-Q-reduced,3264.37,1632.69,1088.8,816.85,653.68
DiSul-1,3265.65,1633.33,1089.22,817.17,653.94
DiSul-1,3266.64,1633.82,1089.55,817.42,654.13
DiSul-10,3269.43,1635.22,1090.48,818.11,654.69
DiSul-2,3270.41,1635.71,1090.81,818.36,654.89
DiSul-9,3275.35,1638.18,1092.46,819.59,655.88
DiSul-17,3279.55,1640.28,1093.86,820.64,656.72
DiSul-3,3279.61,1640.31,1093.88,820.66,656.73
DiSul-3,3280.6,1640.8,1094.2,820.91,656.93
SG-CHH-reduced,3281.4,1641.2,1094.47,821.11,657.09
SG-CHH-pyro-Q-reduced,3281.63,1641.32,1094.55,821.16,657.13
SG-CHH-pyro-Q-reduced,3282.61,1641.81,1094.88,821.41,657.33
DiSul-1,3283.66,1642.34,1095.23,821.67,657.54
DiSul-10,3287.44,1644.22,1096.49,822.62,658.29
DiSul-3,3287.46,1644.24,1096.49,822.62,658.3
DiSul-3,3297.63,1649.32,1099.88,825.16,660.33
SG-CHH-pyro-Q-reduced,3299.64,1650.32,1100.55,825.67,660.73
DiSul-3,3304.49,1652.75,1102.17,826.88,661.7
DiSul-3,3314.47,1657.74,1105.5,829.37,663.7
DiSul-3,3315.46,1658.23,1105.82,829.62,663.9
DiSul-11,3321.52,1661.26,1107.84,831.13,665.11
DiSul-1,3326.39,1663.7,1109.47,832.35,666.08
DiSul-11,3331.5,1666.25,1111.17,833.63,667.11
SG-CHH-pyro-Q-reduced,3332.43,1666.72,1111.48,833.86,667.29
DiSul-3,3332.48,1666.75,1111.5,833.88,667.3
DiSul-5,3342.57,1671.79,1114.86,836.4,669.32
DiSul-1,3343.41,1672.21,1115.14,836.61,669.49
SG-CHH-pyro-Q-reduced,3349.46,1675.23,1117.16,838.12,670.7
DiSul-11,3349.51,1675.26,1117.18,838.13,670.71
DiSul-1,3353.4,1677.2,1118.47,839.11,671.49
DiSul-1,3354.38,1677.69,1118.8,839.35,671.68
SG-CHH-pyro-Q-reduced,3359.44,1680.23,1120.49,840.62,672.7
DiSul-5,3359.6,1680.3,1120.54,840.66,672.73
SG-CHH-pyro-Q-reduced,3360.43,1680.72,1120.81,840.86,672.89
DiSul-9,3360.44,1680.72,1120.82,840.87,672.89
DiSul-19,3362.54,1681.77,1121.52,841.39,673.31
DiSul-19,3363.52,1682.26,1121.84,841.64,673.51
PO-CHH-reduced,3364.55,1682.78,1122.19,841.89,673.72
PO-CHH-reduced,3365.53,1683.27,1122.52,842.14,673.91
SG-CHH-reduced,3366.49,1683.75,1122.83,842.38,674.1
DiSul-3,3366.65,1683.83,1122.89,842.42,674.14
DiSul-3,3367.63,1684.32,1123.22,842.66,674.33
SG-CHH-pyro-Q-reduced,3368.66,1684.84,1123.56,842.92,674.54
DiSul-5,3369.58,1685.29,1123.87,843.15,674.72
SG-CHH-pyro-Q-reduced,3369.65,1685.33,1123.89,843.17,674.74
DiSul-9,3370.42,1685.72,1124.15,843.36,674.89
DiSul-5,3370.57,1685.79,1124.19,843.4,674.92
DiSul-1,3371.41,1686.21,1124.47,843.61,675.09
DiSul-17,3375.58,1688.3,1125.87,844.65,675.92
SG-CHH-reduced,3376.47,1688.74,1126.16,844.87,676.1
DiSul-17,3376.57,1688.79,1126.19,844.9,676.12
DiSul-13,3376.62,1688.82,1126.21,844.91,676.13
SG-CHH-pyro-Q-reduced,3377.45,1689.23,1126.49,845.12,676.3
DiSul-19,3380.55,1690.78,1127.52,845.89,676.92
PO-CHH-reduced,3382.56,1691.78,1128.19,846.4,677.32
DiSul-3,3384.66,1692.83,1128.89,846.92,677.74
DiSul-13,3386.61,1693.81,1129.54,847.41,678.13
SG-CHH-pyro-Q-reduced,3386.67,1693.84,1129.56,847.42,678.14
DiSul-5,3387.59,1694.3,1129.87,847.65,678.32
DiSul-9,3388.43,1694.72,1130.15,847.86,678.49
DiSul-2,3388.46,1694.73,1130.16,847.87,678.5
DiSul-17,3393.6,1697.3,1131.87,849.15,679.53
SG-CHH-reduced,3394.48,1697.74,1132.17,849.38,679.7
DiSul-13,3404.62,1702.81,1135.54,851.91,681.73
DiSul-2,3405.48,1703.25,1135.83,852.13,681.9
DiSul-2,3415.47,1708.24,1139.16,854.62,683.9
DiSul-2,3416.45,1708.73,1139.49,854.87,684.1
DiSul-10,3422.51,1711.76,1141.51,856.38,685.31
DiSul-1,3428.72,1714.86,1143.58,857.93,686.55
DiSul-1,3429.7,1715.35,1143.91,858.18,686.75
DiSul-10,3432.49,1716.75,1144.84,858.88,687.3
DiSul-2,3433.48,1717.24,1145.16,859.13,687.5
DiSul-3,3443.56,1722.29,1148.53,861.65,689.52
DiSul-1,3446.73,1723.87,1149.58,862.44,690.15
DiSul-10,3450.5,1725.76,1150.84,863.38,690.91
DiSul-5,3456.61,1728.81,1152.88,864.91,692.13
DiSul-3,3460.59,1730.8,1154.2,865.9,692.92
DiSul-21,3463.53,1732.27,1155.18,866.64,693.51
DiSul-21,3464.51,1732.76,1155.51,866.88,693.71
PO-CHH-reduced,3467.56,1734.28,1156.53,867.65,694.32
PO-CHH-reduced,3468.54,1734.78,1156.85,867.89,694.52
DiSul-3,3470.57,1735.79,1157.53,868.4,694.92
DiSul-3,3471.56,1736.28,1157.86,868.65,695.12
DiSul-5,3473.64,1737.32,1158.55,869.17,695.53
DiSul-19,3476.58,1738.79,1159.53,869.9,696.12
DiSul-19,3477.56,1739.29,1159.86,870.15,696.32
DiSul-11,3477.62,1739.31,1159.88,870.16,696.33
DiSul-21,3481.54,1741.27,1161.19,871.14,697.11
DiSul-5,3483.62,1742.32,1161.88,871.66,697.53
DiSul-5,3484.61,1742.81,1162.21,871.91,697.73
PO-CHH-reduced,3485.57,1743.29,1162.53,872.15,697.92
DiSul-11,3487.6,1744.3,1163.21,872.66,698.33
DiSul-3,3488.59,1744.8,1163.53,872.9,698.52
DiSul-1,3489.45,1745.23,1163.82,873.12,698.7
DiSul-13,3490.67,1745.84,1164.23,873.42,698.94
DiSul-19,3494.59,1747.8,1165.53,874.4,699.72
SG-CHH-pyro-Q-reduced,3495.5,1748.25,1165.84,874.63,699.91
DiSul-13,3500.65,1750.83,1167.56,875.92,700.94
DiSul-5,3501.63,1751.32,1167.88,876.16,701.13
DiSul-17,3504.63,1752.82,1168.88,876.91,701.73
DiSul-17,3505.61,1753.31,1169.21,877.16,701.93
DiSul-11,3505.61,1753.31,1169.21,877.16,701.93
DiSul-1,3506.48,1753.74,1169.5,877.37,702.1
SG-CHH-pyro-Q-reduced,3512.52,1756.77,1171.51,878.89,703.31
DiSul-1,3516.46,1758.73,1172.83,879.87,704.1
DiSul-1,3517.44,1759.23,1173.15,880.12,704.3
DiSul-13,3518.66,1759.83,1173.56,880.42,704.54
SG-CHH-pyro-Q-reduced,3522.51,1761.76,1174.84,881.38,705.31
DiSul-17,3522.64,1761.82,1174.88,881.42,705.33
SG-CHH-pyro-Q-reduced,3523.49,1762.25,1175.17,881.63,705.5
DiSul-9,3523.5,1762.26,1175.17,881.63,705.51
SG-CHH-reduced,3529.55,1765.28,1177.19,883.14,706.72
DiSul-3,3529.71,1765.36,1177.24,883.18,706.75
DiSul-3,3530.69,1765.85,1177.57,883.43,706.95
SG-CHH-pyro-Q-reduced,3531.73,1766.37,1177.91,883.69,707.15
SG-CHH-pyro-Q-reduced,3532.71,1766.86,1178.24,883.93,707.35
DiSul-9,3533.49,1767.25,1178.5,884.13,707.5
DiSul-1,3534.47,1767.74,1178.83,884.37,707.7
SG-CHH-reduced,3539.53,1770.27,1180.52,885.64,708.71
SG-CHH-pyro-Q-reduced,3540.52,1770.76,1180.84,885.89,708.91
DiSul-1,3542.76,1771.88,1181.59,886.45,709.36
DiSul-5,3543.65,1772.33,1181.89,886.67,709.54
DiSul-1,3543.74,1772.38,1181.92,886.69,709.55
DiSul-2,3544.56,1772.78,1182.19,886.9,709.72
DiSul-3,3547.72,1774.36,1183.25,887.69,710.35
SG-CHH-pyro-Q-reduced,3549.74,1775.37,1183.92,888.19,710.75
DiSul-9,3551.5,1776.25,1184.5,888.63,711.11
SG-CHH-reduced,3557.54,1779.28,1186.52,890.14,712.32
DiSul-3,3557.61,1779.31,1186.54,890.16,712.33
DiSul-5,3560.67,1780.84,1187.56,890.92,712.94
DiSul-1,3560.77,1780.89,1187.6,890.95,712.96
DiSul-2,3561.58,1781.3,1187.87,891.15,713.12
DiSul-5,3570.66,1785.83,1190.89,893.42,714.94
DiSul-2,3571.57,1786.29,1191.19,893.65,715.12
DiSul-5,3571.64,1786.32,1191.22,893.67,715.13
DiSul-2,3572.55,1786.78,1191.52,893.89,715.32
DiSul-3,3574.63,1787.82,1192.22,894.41,715.73
DiSul-21,3577.57,1789.29,1193.2,895.15,716.32
DiSul-13,3577.7,1789.35,1193.24,895.18,716.35
DiSul-21,3578.56,1789.78,1193.52,895.39,716.52
DiSul-10,3578.61,1789.81,1193.54,895.41,716.53
PO-CHH-reduced,3581.6,1791.31,1194.54,896.16,717.13
PO-CHH-reduced,3582.59,1791.8,1194.87,896.4,717.32
DiSul-3,3584.62,1792.81,1195.54,896.91,717.73
DiSul-3,3585.6,1793.3,1195.87,897.16,717.93
DiSul-13,3587.68,1794.35,1196.57,897.68,718.34
DiSul-10,3588.59,1794.8,1196.87,897.9,718.53
DiSul-5,3588.67,1794.84,1196.89,897.92,718.54
DiSul-2,3589.58,1795.29,1197.2,898.15,718.72
DiSul-11,3591.66,1796.33,1197.89,898.67,719.14
DiSul-21,3595.58,1798.3,1199.2,899.65,719.92
PO-CHH-reduced,3599.61,1800.31,1200.54,900.66,720.73
DiSul-11,3601.64,1801.33,1201.22,901.17,721.14
DiSul-3,3602.63,1801.82,1201.55,901.41,721.33
DiSul-19,3605.62,1803.31,1202.55,902.16,721.93
