peptide,1,2,3,4,5
PO-CHH-pyro-Q-reduced,6145.59,3073.3,2049.2,1537.15,1229.92
SG-CHH-reduced,6145.72,3073.36,2049.25,1537.19,1229.95
SG-CHH-pyro-Q-reduced,6147.81,3074.41,2049.94,1537.71,1230.37
SG-CHH-pyro-Q-reduced,6148.79,3074.9,2050.27,1537.95,1230.56
DiSul-25,6149.67,3075.34,2050.56,1538.17,1230.74
PO-CHH-reduced,6151.69,3076.35,2051.23,1538.68,1231.14
PO-CHH-reduced,6152.67,3076.84,2051.56,1538.92,1231.34
DiSul-1,6153.75,3077.38,2051.92,1539.19,1231.56
SG-CHH-reduced,6155.71,3078.36,2052.57,1539.68,1231.95
SG-CHH-pyro-Q-reduced,6156.69,3078.85,2052.9,1539.93,1232.14
PO-CHH-reduced,6162.62,3081.81,2054.88,1541.41,1233.33
SG-CHH-pyro-Q-reduced,6165.82,3083.41,2055.95,1542.21,1233.97
PO-CHH-reduced,6169.7,3085.35,2057.24,1543.18,1234.75
DiSul-1,6170.77,3085.89,2057.6,1543.45,1234.96
PO-CHH-pyro-Q-reduced,6172.6,3086.81,2058.21,1543.91,1235.33
PO-CHH-pyro-Q-reduced,6173.59,3087.3,2058.53,1544.15,1235.52
SG-CHH-reduced,6173.72,3087.36,2058.58,1544.18,1235.55
DiSul-4,6177.87,3089.44,2059.96,1545.22,1236.38
DiSul-4,6178.85,3089.93,2060.29,1545.47,1236.58
PO-CHH-reduced,6179.65,3090.33,2060.55,1545.67,1236.74
DiSul-1,6180.76,3090.88,2060.92,1545.95,1236.96
DiSul-1,6181.74,3091.37,2061.25,1546.19,1237.15
DiSul-20,6181.75,3091.38,2061.25,1546.19,1237.16
DiSul-20,6182.73,3091.87,2061.58,1546.44,1237.35
DiSul-9,6187.8,3094.4,2063.27,1547.71,1238.37
PO-CHH-reduced,6189.63,3095.32,2063.88,1548.16,1238.73
PO-CHH-reduced,6190.61,3095.81,2064.21,1548.41,1238.93
DiSul-17,6194.8,3097.9,2065.6,1549.46,1239.77
DiSul-17,6195.78,3098.4,2065.93,1549.7,1239.96
DiSul-4,6195.88,3098.44,2065.97,1549.73,1239.98
DiSul-9,6197.78,3099.4,2066.6,1550.2,1240.36
DiSul-1,6198.77,3099.89,2066.93,1550.45,1240.56
DiSul-20,6199.76,3100.38,2067.26,1550.7,1240.76
DiSul-17,6200.7,3100.86,2067.57,1550.93,1240.95
DiSul-1,6205.92,3103.46,2069.31,1552.24,1241.99
DiSul-1,6206.9,3103.96,2069.64,1552.48,1242.19
PO-CHH-reduced,6207.64,3104.32,2069.89,1552.67,1242.33
DiSul-17,6212.81,3106.91,2071.61,1553.96,1243.37
DiSul-9,6215.8,3108.4,2072.6,1554.7,1243.97
DiSul-17,6217.73,3109.37,2073.25,1555.19,1244.35
DiSul-1,6223.93,3112.47,2075.32,1556.74,1245.59
DiSul-17,6227.72,3114.36,2076.58,1557.68,1246.35
DiSul-17,6228.7,3114.85,2076.9,1557.93,1246.55
DiSul-25,6234.76,3117.88,2078.92,1559.45,1247.76
SG-CHH-pyro-Q-reduced,6240.71,3120.86,2080.91,1560.93,1248.95
DiSul-25,6244.74,3122.87,2082.25,1561.94,1249.75
DiSul-17,6245.73,3123.37,2082.58,1562.19,1249.95
SG-CHH-pyro-Q-reduced,6257.74,3129.37,2086.58,1565.19,1252.35
DiSul-25,6262.75,3131.88,2088.26,1566.44,1253.36
PO-CHH-reduced,6264.77,3132.89,2088.93,1566.95,1253.76
PO-CHH-reduced,6265.76,3133.38,2089.26,1567.19,1253.96
DiSul-1,6266.83,3133.92,2089.62,1567.46,1254.17
SG-CHH-pyro-Q-reduced,6267.72,3134.36,2089.91,1567.69,1254.35
SG-CHH-pyro-Q-reduced,6268.71,3134.86,2090.24,1567.93,1254.55
PO-CHH-pyro-Q-reduced,6273.65,3137.33,2091.89,1569.17,1255.54
SG-CHH-reduced,6274.76,3137.89,2092.26,1569.45,1255.76
SG-CHH-pyro-Q-reduced,6276.85,3138.93,2092.96,1569.97,1256.18
SG-CHH-pyro-Q-reduced,6277.84,3139.42,2093.28,1570.21,1256.37
PO-CHH-reduced,6282.78,3141.9,2094.93,1571.45,1257.36
DiSul-1,6283.86,3142.43,2095.29,1571.72,1257.58
SG-CHH-reduced,6284.75,3142.88,2095.59,1571.94,1257.76
SG-CHH-pyro-Q-reduced,6285.73,3143.37,2095.92,1572.19,1257.95
PO-CHH-reduced,6290.68,3145.84,2097.56,1573.43,1258.94
DiSul-1,6293.84,3147.42,2098.62,1574.22,1259.57
DiSul-1,6294.83,3147.92,2098.95,1574.46,1259.77
SG-CHH-pyro-Q-reduced,6294.86,3147.94,2098.96,1574.47,1259.78
DiSul-20,6295.79,3148.4,2099.27,1574.7,1259.96
DiSul-20,6296.78,3148.89,2099.6,1574.95,1260.16
PO-CHH-pyro-Q-reduced,6300.66,3150.84,2100.89,1575.92,1260.94
DiSul-9,6300.88,3150.95,2100.97,1575.98,1260.98
PO-CHH-pyro-Q-reduced,6301.65,3151.33,2101.22,1576.17,1261.14
SG-CHH-reduced,6302.76,3151.88,2101.59,1576.45,1261.36
DiSul-4,6306.91,3153.96,2102.98,1577.48,1262.19
PO-CHH-reduced,6307.71,3154.36,2103.24,1577.68,1262.35
DiSul-4,6307.9,3154.45,2103.3,1577.73,1262.39
DiSul-9,6310.87,3155.94,2104.29,1578.47,1262.98
DiSul-1,6311.85,3156.43,2104.62,1578.72,1263.18
DiSul-20,6313.8,3157.41,2105.27,1579.21,1263.57
PO-CHH-reduced,6317.69,3159.35,2106.57,1580.18,1264.34
PO-CHH-reduced,6318.67,3159.84,2106.9,1580.42,1264.54
DiSul-1,6319.96,3160.49,2107.33,1580.75,1264.8
DiSul-1,6320.95,3160.98,2107.65,1580.99,1265
DiSul-4,6324.92,3162.97,2108.98,1581.99,1265.79
DiSul-9,6328.88,3164.94,2110.3,1582.98,1266.58
PO-CHH-reduced,6335.7,3168.35,2112.57,1584.68,1267.95
DiSul-1,6337.97,3169.49,2113.33,1585.25,1268.4
DiSul-17,6341.87,3171.44,2114.63,1586.22,1269.18
DiSul-17,6342.85,3171.93,2114.96,1586.47,1269.38
DiSul-17,6347.77,3174.39,2116.6,1587.7,1270.36
SG-CHH-pyro-Q-reduced,6355.74,3178.37,2119.25,1589.69,1271.95
DiSul-17,6359.88,3180.44,2120.63,1590.73,1272.78
DiSul-17,6364.8,3182.9,2122.27,1591.96,1273.77
SG-CHH-pyro-Q-reduced,6372.76,3186.89,2124.93,1593.95,1275.36
DiSul-17,6374.78,3187.9,2125.6,1594.45,1275.76
DiSul-17,6375.77,3188.39,2125.93,1594.7,1275.96
DiSul-1,6379.92,3190.46,2127.31,1595.73,1276.79
DiSul-25,6381.83,3191.42,2127.95,1596.21,1277.17
SG-CHH-pyro-Q-reduced,6382.75,3191.88,2128.25,1596.44,1277.36
SG-CHH-pyro-Q-reduced,6383.73,3192.37,2128.58,1596.69,1277.55
SG-CHH-reduced,6389.79,3195.4,2130.6,1598.2,1278.76
SG-CHH-pyro-Q-reduced,6389.94,3195.47,2130.65,1598.24,1278.79
SG-CHH-pyro-Q-reduced,6390.92,3195.96,2130.98,1598.49,1278.99
DiSul-25,6391.81,3196.41,2131.28,1598.71,1279.17
DiSul-17,6392.79,3196.9,2131.6,1598.95,1279.37
PO-CHH-reduced,6393.81,3197.41,2131.94,1599.21,1279.57
PO-CHH-reduced,6394.8,3197.9,2132.27,1599.46,1279.77
DiSul-1,6396.94,3198.97,2132.99,1599.99,1280.19
SG-CHH-reduced,6399.77,3200.39,2133.93,1600.7,1280.76
SG-CHH-pyro-Q-reduced,6400.76,3200.88,2134.26,1600.95,1280.96
PO-CHH-pyro-Q-reduced,6402.69,3201.85,2134.9,1601.43,1281.35
DiSul-1,6406.93,3203.97,2136.31,1602.49,1282.19
DiSul-1,6407.91,3204.46,2136.64,1602.73,1282.39
SG-CHH-pyro-Q-reduced,6407.95,3204.48,2136.65,1602.74,1282.4
DiSul-25,6409.82,3205.41,2137.28,1603.21,1282.77
PO-CHH-reduced,6411.83,3206.42,2137.95,1603.71,1283.17
DiSul-9,6413.97,3207.49,2138.66,1604.25,1283.6
SG-CHH-reduced,6417.79,3209.4,2139.93,1605.2,1284.36
PO-CHH-reduced,6419.72,3210.36,2140.58,1605.69,1284.75
DiSul-4,6420.96,3210.98,2140.99,1605.99,1285
DiSul-4,6421.94,3211.47,2141.32,1606.24,1285.19
DiSul-9,6423.95,3212.48,2141.99,1606.74,1285.6
DiSul-1,6424.94,3212.97,2142.32,1606.99,1285.79
PO-CHH-pyro-Q-reduced,6429.71,3215.36,2143.91,1608.18,1286.75
PO-CHH-pyro-Q-reduced,6430.69,3215.85,2144.24,1608.43,1286.94
PO-CHH-reduced,6436.75,3218.88,2146.25,1609.94,1288.16
DiSul-4,6438.97,3219.99,2146.99,1610.5,1288.6
DiSul-9,6441.96,3221.49,2147.99,1611.25,1289.2
DiSul-20,6442.86,3221.93,2148.29,1611.47,1289.38
DiSul-20,6443.84,3222.43,2148.62,1611.72,1289.58
PO-CHH-reduced,6446.73,3223.87,2149.58,1612.44,1290.15
PO-CHH-reduced,6447.72,3224.36,2149.91,1612.68,1290.35
DiSul-17,6454.95,3227.98,2152.32,1614.49,1291.8
DiSul-17,6455.94,3228.47,2152.65,1614.74,1291.99
DiSul-20,6460.87,3230.94,2154.3,1615.97,1292.98
PO-CHH-reduced,6464.74,3232.88,2155.59,1616.94,1293.75
DiSul-1,6467.03,3234.02,2156.35,1617.51,1294.21
DiSul-1,6468.02,3234.51,2156.68,1617.76,1294.41
SG-CHH-pyro-Q-reduced,6468.82,3234.91,2156.95,1617.96,1294.57
DiSul-17,6472.96,3236.98,2158.33,1619,1295.4
DiSul-1,6485.04,3243.02,2162.35,1622.02,1297.81
SG-CHH-pyro-Q-reduced,6485.85,3243.43,2162.62,1622.22,1297.98
SG-CHH-pyro-Q-reduced,6495.83,3248.42,2165.95,1624.71,1299.97
SG-CHH-pyro-Q-reduced,6496.82,3248.91,2166.28,1624.96,1300.17
SG-CHH-reduced,6502.87,3251.94,2168.3,1626.47,1301.38
PO-CHH-reduced,6507.86,3254.43,2169.96,1627.72,1302.38
PO-CHH-reduced,6508.84,3254.92,2170.29,1627.97,1302.57
DiSul-17,6510.84,3255.92,2170.95,1628.46,1302.97
DiSul-1,6510.96,3255.98,2170.99,1628.49,1303
SG-CHH-reduced,6512.86,3256.93,2171.62,1628.97,1303.38
SG-CHH-pyro-Q-reduced,6513.84,3257.43,2171.95,1629.22,1303.57
PO-CHH-pyro-Q-reduced,6515.78,3258.39,2172.6,1629.7,1303.96
SG-CHH-pyro-Q-reduced,6518.98,3259.99,2173.66,1630.5,1304.6
SG-CHH-pyro-Q-reduced,6519.96,3260.49,2173.99,1630.75,1304.8
PO-CHH-reduced,6525.87,3263.44,2175.96,1632.22,1305.98
DiSul-17,6525.99,3263.5,2176,1632.25,1306
DiSul-17,6526.97,3263.99,2176.33,1632.5,1306.2
DiSul-17,6527.86,3264.44,2176.63,1632.72,1306.38
DiSul-1,6527.98,3264.49,2176.67,1632.75,1306.4
SG-CHH-reduced,6530.87,3265.94,2177.63,1633.47,1306.98
PO-CHH-reduced,6532.81,3266.91,2178.27,1633.96,1307.37
SG-CHH-pyro-Q-reduced,6536.99,3269,2179.67,1635,1308.2
DiSul-17,6537.85,3269.43,2179.95,1635.22,1308.38
DiSul-1,6537.97,3269.49,2179.99,1635.25,1308.4
DiSul-17,6538.83,3269.92,2180.28,1635.46,1308.57
DiSul-1,6538.95,3269.98,2180.32,1635.49,1308.6
PO-CHH-pyro-Q-reduced,6542.79,3271.9,2181.6,1636.45,1309.36
PO-CHH-pyro-Q-reduced,6543.77,3272.39,2181.93,1636.7,1309.56
DiSul-17,6544,3272.5,2182,1636.76,1309.61
DiSul-25,6544.89,3272.95,2182.3,1636.98,1309.78
DiSul-9,6545.01,3273.01,2182.34,1637.01,1309.81
PO-CHH-reduced,6549.83,3275.42,2183.95,1638.21,1310.77
DiSul-25,6554.87,3277.94,2185.63,1639.47,1311.78
DiSul-9,6554.99,3278,2185.67,1639.5,1311.8
DiSul-17,6555.86,3278.43,2185.96,1639.72,1311.98
DiSul-20,6555.94,3278.48,2185.99,1639.74,1312
DiSul-1,6555.98,3278.49,2186,1639.75,1312
DiSul-20,6556.93,3278.97,2186.31,1639.99,1312.19
PO-CHH-reduced,6559.82,3280.41,2187.28,1640.71,1312.77
PO-CHH-reduced,6560.8,3280.9,2187.61,1640.96,1312.97
DiSul-4,6568.02,3284.52,2190.01,1642.76,1314.41
DiSul-4,6569.01,3285.01,2190.34,1643.01,1314.61
DiSul-25,6572.88,3286.95,2191.63,1643.98,1315.38
DiSul-9,6573,3287.01,2191.67,1644.01,1315.41
DiSul-20,6573.96,3287.48,2191.99,1644.24,1315.6
PO-CHH-reduced,6577.83,3289.42,2193.28,1645.21,1316.37
DiSul-1,6580.12,3290.56,2194.04,1645.78,1316.83
DiSul-1,6581.1,3291.05,2194.37,1646.03,1317.03
SG-CHH-pyro-Q-reduced,6581.91,3291.46,2194.64,1646.23,1317.19
DiSul-4,6586.04,3293.52,2196.02,1647.26,1318.01
DiSul-1,6598.13,3299.57,2200.05,1650.29,1320.43
SG-CHH-pyro-Q-reduced,6598.93,3299.97,2200.32,1650.49,1320.59
DiSul-17,6607.89,3304.45,2203.3,1652.73,1322.38
SG-CHH-pyro-Q-reduced,6608.92,3304.96,2203.64,1652.98,1322.59
SG-CHH-pyro-Q-reduced,6609.9,3305.45,2203.97,1653.23,1322.79
SG-CHH-reduced,6615.96,3308.48,2205.99,1654.75,1324
DiSul-17,6624.92,3312.96,2208.98,1656.98,1325.79
SG-CHH-reduced,6625.94,3313.48,2209.32,1657.24,1325.99
DiSul-1,6625.98,3313.5,2209.33,1657.25,1326
SG-CHH-pyro-Q-reduced,6626.93,3313.97,2209.65,1657.49,1326.19
DiSul-20,6626.98,3313.99,2209.67,1657.5,1326.2
DiSul-20,6627.97,3314.49,2209.99,1657.75,1326.4
SG-CHH-pyro-Q-reduced,6633.02,3317.01,2211.68,1659.01,1327.41
SG-CHH-pyro-Q-reduced,6634.01,3317.51,2212.01,1659.26,1327.61
DiSul-17,6634.9,3317.95,2212.31,1659.48,1327.79
DiSul-17,6635.88,3318.45,2212.63,1659.73,1327.98
DiSul-25,6641.94,3321.47,2214.65,1661.24,1329.19
DiSul-1,6643.01,3322.01,2215.01,1661.51,1329.41
SG-CHH-reduced,6643.95,3322.48,2215.32,1661.74,1329.6
DiSul-20,6644.99,3323,2215.67,1662,1329.8
SG-CHH-pyro-Q-reduced,6651.03,3326.02,2217.68,1663.51,1331.01
DiSul-1,6651.15,3326.08,2217.72,1663.54,1331.04
DiSul-25,6651.93,3326.47,2217.98,1663.74,1331.19
DiSul-1,6652.14,3326.57,2218.05,1663.79,1331.23
DiSul-17,6652.91,3326.96,2218.31,1663.98,1331.39
DiSul-1,6652.99,3327,2218.34,1664,1331.4
DiSul-1,6653.98,3327.49,2218.66,1664.25,1331.6
PO-CHH-reduced,6654.93,3327.97,2218.98,1664.49,1331.79
PO-CHH-reduced,6655.91,3328.46,2219.31,1664.73,1331.99
DiSul-9,6660.04,3330.52,2220.68,1665.76,1332.81
PO-CHH-pyro-Q-reduced,6662.85,3331.93,2221.62,1666.47,1333.38
DiSul-1,6669.16,3335.09,2223.73,1668.05,1334.64
DiSul-25,6669.94,3335.47,2223.98,1668.24,1334.79
DiSul-9,6670.02,3335.51,2224.01,1668.26,1334.81
DiSul-1,6671,3336.01,2224.34,1668.51,1335.01
PO-CHH-reduced,6672.94,3336.97,2224.98,1668.99,1335.39
PO-CHH-reduced,6679.87,3340.44,2227.3,1670.72,1336.78
DiSul-4,6681.11,3341.06,2227.71,1671.03,1337.03
DiSul-17,6682.09,3341.55,2228.04,1671.28,1337.22
DiSul-4,6682.09,3341.55,2228.04,1671.28,1337.22
DiSul-17,6683.07,3342.04,2228.36,1671.52,1337.42
DiSul-9,6688.03,3344.52,2230.02,1672.76,1338.41
PO-CHH-pyro-Q-reduced,6689.86,3345.43,2230.62,1673.22,1338.78
PO-CHH-pyro-Q-reduced,6690.84,3345.92,2230.95,1673.47,1338.97
SG-CHH-pyro-Q-reduced,6694.99,3348,2232.34,1674.5,1339.8
PO-CHH-reduced,6696.9,3348.95,2232.97,1674.98,1340.19
DiSul-4,6699.12,3350.06,2233.71,1675.54,1340.63
DiSul-17,6700.1,3350.55,2234.04,1675.78,1340.83
PO-CHH-reduced,6706.88,3353.95,2236.3,1677.48,1342.18
PO-CHH-reduced,6707.87,3354.44,2236.63,1677.72,1342.38
SG-CHH-pyro-Q-reduced,6712.02,3356.51,2238.01,1678.76,1343.21
SG-CHH-pyro-Q-reduced,6722,3361.5,2241.34,1681.26,1345.21
SG-CHH-pyro-Q-reduced,6722.98,3362,2241.67,1681.5,1345.4
PO-CHH-reduced,6724.9,3362.95,2242.3,1681.98,1345.79
SG-CHH-reduced,6729.04,3365.03,2243.69,1683.02,1346.61
DiSul-17,6736.93,3368.97,2246.32,1684.99,1348.19
SG-CHH-reduced,6739.03,3370.02,2247.01,1685.51,1348.61
SG-CHH-pyro-Q-reduced,6740.01,3370.51,2247.34,1685.76,1348.81
DiSul-1,6740.03,3370.52,2247.35,1685.76,1348.81
DiSul-4,6752.15,3376.58,2251.39,1688.79,1351.24
DiSul-4,6753.13,3377.07,2251.72,1689.04,1351.43
DiSul-17,6753.96,3377.48,2251.99,1689.25,1351.6
SG-CHH-reduced,6757.04,3379.02,2253.02,1690.02,1352.21
DiSul-1,6757.05,3379.03,2253.02,1690.02,1352.22
DiSul-17,6763.94,3382.47,2255.32,1691.74,1353.59
DiSul-17,6764.93,3382.97,2255.65,1691.99,1353.79
DiSul-1,6767.04,3384.02,2256.35,1692.51,1354.21
PO-CHH-reduced,6768.01,3384.51,2256.68,1692.76,1354.41
DiSul-1,6768.02,3384.51,2256.68,1692.76,1354.41
PO-CHH-reduced,6768.99,3385,2257,1693,1354.61
DiSul-4,6770.16,3385.58,2257.39,1693.29,1354.84
DiSul-25,6770.98,3386,2257.67,1693.5,1355
DiSul-9,6774.08,3387.54,2258.7,1694.28,1355.62
SG-CHH-pyro-Q-reduced,6780.09,3390.55,2260.7,1695.78,1356.82
DiSul-25,6780.97,3390.99,2260.99,1696,1357
SG-CHH-pyro-Q-reduced,6781.07,3391.04,2261.03,1696.02,1357.02
DiSul-17,6781.95,3391.48,2261.32,1696.24,1357.2
DiSul-20,6783.08,3392.05,2261.7,1696.53,1357.42
DiSul-9,6784.06,3392.54,2262.03,1696.77,1357.62
DiSul-20,6784.07,3392.54,2262.03,1696.77,1357.62
DiSul-1,6785.05,3393.03,2262.35,1697.02,1357.82
PO-CHH-reduced,6786.02,3393.51,2262.68,1697.26,1358.01
DiSul-17,6797.12,3399.06,2266.38,1700.03,1360.23
DiSul-17,6798.1,3399.55,2266.71,1700.28,1360.43
SG-CHH-pyro-Q-reduced,6798.1,3399.55,2266.71,1700.28,1360.43
DiSul-25,6798.98,3399.99,2267,1700.5,1360.6
DiSul-20,6801.09,3401.05,2267.7,1701.03,1361.02
DiSul-9,6802.07,3401.54,2268.03,1701.27,1361.22
DiSul-1,6807.25,3404.13,2269.76,1702.57,1362.26
DiSul-1,6808.24,3404.62,2270.08,1702.82,1362.45
DiSul-17,6815.13,3408.07,2272.38,1704.54,1363.83
DiSul-1,6825.26,3413.14,2275.76,1707.07,1365.86
PO-CHH-pyro-Q-reduced,6825.91,3413.46,2275.98,1707.23,1365.99
SG-CHH-pyro-Q-reduced,6826.03,3413.52,2276.02,1707.26,1366.01
PO-CHH-reduced,6839.05,3420.03,2280.35,1710.52,1368.62
PO-CHH-reduced,6840.03,3420.52,2280.68,1710.76,1368.81
PO-CHH-reduced,6842.94,3421.97,2281.65,1711.49,1369.39
SG-CHH-pyro-Q-reduced,6843.06,3422.03,2281.69,1711.52,1369.42
DiSul-17,6851.96,3426.48,2284.66,1713.75,1371.2
PO-CHH-pyro-Q-reduced,6852.92,3426.96,2284.98,1713.99,1371.39
SG-CHH-pyro-Q-reduced,6853.04,3427.02,2285.02,1714.02,1371.41
PO-CHH-pyro-Q-reduced,6853.91,3427.46,2285.31,1714.23,1371.59
SG-CHH-pyro-Q-reduced,6854.03,3427.52,2285.35,1714.26,1371.61
PO-CHH-reduced,6857.06,3429.03,2286.36,1715.02,1372.22
PO-CHH-reduced,6859.96,3430.49,2287.33,1715.75,1372.8
SG-CHH-reduced,6860.08,3430.55,2287.37,1715.78,1372.82
DiSul-17,6868.98,3435,2290.33,1718,1374.6
PO-CHH-reduced,6869.95,3435.48,2290.65,1718.24,1374.8
SG-CHH-reduced,6870.07,3435.54,2290.69,1718.27,1374.82
PO-CHH-reduced,6870.93,3435.97,2290.98,1718.49,1374.99
SG-CHH-pyro-Q-reduced,6871.05,3436.03,2291.02,1718.52,1375.02
DiSul-17,6878.97,3439.99,2293.66,1720.5,1376.6
DiSul-17,6879.95,3440.48,2293.99,1720.74,1376.8
DiSul-25,6886.01,3443.51,2296.01,1722.26,1378.01
DiSul-1,6887.09,3444.05,2296.37,1722.53,1378.23
PO-CHH-reduced,6887.96,3444.48,2296.66,1722.75,1378.4
SG-CHH-reduced,6888.08,3444.54,2296.7,1722.78,1378.42
SG-CHH-pyro-Q-reduced,6893.17,3447.09,2298.4,1724.05,1379.44
SG-CHH-pyro-Q-reduced,6894.16,3447.58,2298.72,1724.3,1379.64
DiSul-25,6896,3448.5,2299.34,1724.75,1380.01
DiSul-17,6896.98,3448.99,2299.67,1725,1380.2
DiSul-20,6898.11,3449.56,2300.04,1725.28,1380.43
DiSul-20,6899.09,3450.05,2300.37,1725.53,1380.63
DiSul-1,6904.12,3452.56,2302.05,1726.79,1381.63
DiSul-4,6908.25,3454.63,2303.42,1727.82,1382.46
DiSul-4,6909.23,3455.12,2303.75,1728.06,1382.65
SG-CHH-pyro-Q-reduced,6911.18,3456.1,2304.4,1728.55,1383.04
DiSul-25,6914.01,3457.51,2305.34,1729.26,1383.61
DiSul-1,6914.1,3457.56,2305.37,1729.28,1383.63
DiSul-1,6915.09,3458.05,2305.7,1729.53,1383.82
DiSul-20,6916.12,3458.56,2306.05,1729.79,1384.03
DiSul-9,6921.15,3461.08,2307.72,1731.04,1385.04
DiSul-1,6922.28,3461.64,2308.1,1731.33,1385.26
PO-CHH-pyro-Q-reduced,6922.96,3461.99,2308.33,1731.5,1385.4
DiSul-1,6923.26,3462.14,2308.43,1731.57,1385.46
DiSul-4,6926.26,3463.63,2309.42,1732.32,1386.06
DiSul-9,6931.13,3466.07,2311.05,1733.54,1387.03
DiSul-1,6932.12,3466.56,2311.38,1733.78,1387.23
PO-CHH-reduced,6939.99,3470.5,2314,1735.75,1388.8
DiSul-1,6940.29,3470.65,2314.1,1735.83,1388.86
SG-CHH-pyro-Q-reduced,6941.06,3471.03,2314.36,1736.02,1389.02
DiSul-9,6949.14,3475.07,2317.05,1738.04,1390.63
PO-CHH-pyro-Q-reduced,6949.97,3475.49,2317.33,1738.25,1390.8
PO-CHH-pyro-Q-reduced,6950.96,3475.98,2317.66,1738.5,1391
PO-CHH-reduced,6957.02,3479.01,2319.68,1740.01,1392.21
SG-CHH-pyro-Q-reduced,6958.08,3479.55,2320.03,1740.28,1392.42
DiSul-17,6960.18,3480.59,2320.73,1740.8,1392.84
DiSul-17,6961.16,3481.09,2321.06,1741.05,1393.04
SG-CHH-pyro-Q-reduced,6964.21,3482.61,2322.08,1741.81,1393.65
SG-CHH-pyro-Q-reduced,6965.2,3483.1,2322.4,1742.05,1393.85
PO-CHH-reduced,6967,3484,2323.01,1742.51,1394.21
PO-CHH-reduced,6967.98,3484.5,2323.33,1742.75,1394.4
SG-CHH-pyro-Q-reduced,6968.07,3484.54,2323.36,1742.77,1394.42
SG-CHH-pyro-Q-reduced,6969.05,3485.03,2323.69,1743.02,1394.62
SG-CHH-reduced,6975.11,3488.06,2325.71,1744.53,1395.83
DiSul-17,6978.19,3489.6,2326.74,1745.3,1396.44
SG-CHH-pyro-Q-reduced,6982.22,3491.61,2328.08,1746.31,1397.25
DiSul-17,6983,3492,2328.34,1746.51,1397.41
PO-CHH-reduced,6985.01,3493.01,2329.01,1747.01,1397.81
SG-CHH-reduced,6985.09,3493.05,2329.04,1747.03,1397.83
SG-CHH-pyro-Q-reduced,6986.08,3493.54,2329.36,1747.28,1398.02
PO-CHH-reduced,6995.15,3498.08,2332.39,1749.54,1399.84
PO-CHH-reduced,6996.13,3498.57,2332.72,1749.79,1400.03
DiSul-17,7000.03,3500.52,2334.01,1750.76,1400.81
SG-CHH-reduced,7003.11,3502.06,2335.04,1751.53,1401.43
DiSul-17,7010.01,3505.51,2337.34,1753.26,1402.81
DiSul-17,7010.99,3506,2337.67,1753.5,1403
PO-CHH-reduced,7013.16,3507.08,2338.39,1754.05,1403.44
DiSul-1,7016.14,3508.57,2339.38,1754.79,1404.03
DiSul-25,7017.05,3509.03,2339.69,1755.02,1404.22
DiSul-4,7023.27,3512.14,2341.76,1756.57,1405.46
DiSul-4,7024.26,3512.63,2342.09,1756.82,1405.66
DiSul-25,7027.04,3514.02,2343.02,1757.51,1406.21
DiSul-17,7028.02,3514.51,2343.35,1757.76,1406.41
DiSul-1,7033.16,3517.09,2345.06,1759.05,1407.44
DiSul-4,7041.28,3521.15,2347.77,1761.08,1409.06
DiSul-1,7043.15,3522.08,2348.39,1761.54,1409.44
DiSul-1,7044.13,3522.57,2348.72,1761.79,1409.63
DiSul-25,7045.05,3523.03,2349.02,1762.02,1409.82
DiSul-9,7050.19,3525.6,2350.74,1763.3,1410.84
PO-CHH-pyro-Q-reduced,7052.01,3526.51,2351.34,1763.76,1411.21
SG-CHH-pyro-Q-reduced,7055.1,3528.05,2352.37,1764.53,1411.83
DiSul-17,7059.25,3530.13,2353.75,1765.57,1412.66
DiSul-9,7060.17,3530.59,2354.06,1765.8,1412.84
DiSul-17,7060.23,3530.62,2354.08,1765.81,1412.85
DiSul-1,7061.16,3531.08,2354.39,1766.05,1413.04
DiSul-20,7061.17,3531.09,2354.4,1766.05,1413.04
DiSul-20,7062.16,3531.58,2354.72,1766.3,1413.24
PO-CHH-reduced,7069.03,3535.02,2357.02,1768.01,1414.61
SG-CHH-pyro-Q-reduced,7072.13,3536.57,2358.05,1768.79,1415.23
DiSul-17,7077.26,3539.13,2359.76,1770.07,1416.26
DiSul-9,7078.18,3539.6,2360.07,1770.3,1416.44
PO-CHH-pyro-Q-reduced,7079.02,3540.01,2360.34,1770.51,1416.61
DiSul-20,7079.18,3540.1,2360.4,1770.55,1416.64
PO-CHH-pyro-Q-reduced,7080,3540.5,2360.67,1770.76,1416.81
SG-CHH-pyro-Q-reduced,7082.11,3541.56,2361.38,1771.28,1417.23
SG-CHH-pyro-Q-reduced,7083.09,3542.05,2361.7,1771.53,1417.43
DiSul-1,7085.34,3543.18,2362.45,1772.09,1417.88
PO-CHH-reduced,7086.06,3543.53,2362.69,1772.27,1418.02
DiSul-1,7086.33,3543.67,2362.78,1772.34,1418.07
SG-CHH-reduced,7089.15,3545.08,2363.72,1773.04,1418.64
PO-CHH-reduced,7096.04,3548.53,2366.02,1774.77,1420.01
DiSul-17,7096.08,3548.55,2366.03,1774.78,1420.02
PO-CHH-reduced,7097.03,3549.02,2366.35,1775.01,1420.21
SG-CHH-reduced,7099.14,3550.07,2367.05,1775.54,1420.63
SG-CHH-pyro-Q-reduced,7100.12,3550.56,2367.38,1775.79,1420.83
DiSul-1,7103.35,3552.18,2368.46,1776.59,1421.48
PO-CHH-reduced,7110.18,3555.59,2370.73,1778.3,1422.84
