Species,1,2,3,4,5
SG-CHH-pyro-Q,4627.0646,,,,
SG-CHH-pyro-Q,4652.2121,,,,
SG-CHH-pyro-Q,4653.1961,,,,
SG-CHH-pyro-Q,4669.0752,,,,
SG-CHH-pyro-Q,4670.2227,,,,
SG-CHH-pyro-Q,4686.1017,,,,
SG-CHH-pyro-Q,4696.0861,,,,
SG-CHH-pyro-Q,4697.0701,,,,
SG-CHH-pyro-Q,4714.0966,,,,
SG-CHH-pyro-Q,4766.2551,,,,
SG-CHH-pyro-Q,4767.2391,,,,
SG-CHH-pyro-Q,4783.1181,,,,
SG-CHH-pyro-Q,4784.2656,,,,
SG-CHH-pyro-Q,4800.1446,,,,
SG-CHH-pyro-Q,4810.129,,,,
SG-CHH-pyro-Q,4811.113,,,,
SG-CHH-pyro-Q,4828.1396,,,,
SG-CHH-pyro-Q,4886.1273,,,,
SG-CHH-pyro-Q,4903.1538,,,,
SG-CHH-pyro-Q,4913.1382,,,,
SG-CHH-pyro-Q,4914.1222,,,,
SG-CHH-pyro-Q,4922.3562,,,,
SG-CHH-pyro-Q,4923.3402,,,,
SG-CHH-pyro-Q,4931.1487,,,,
SG-CHH-pyro-Q,4940.3667,,,,
SG-CHH-pyro-Q,5049.1906,,,,
SG-CHH-pyro-Q,5066.2172,,,,
SG-CHH-pyro-Q,5076.2015,,,,
SG-CHH-pyro-Q,5077.1855,,,,
SG-CHH-pyro-Q,5085.4195,,,,
SG-CHH-pyro-Q,5086.4035,,,,
SG-CHH-pyro-Q,5094.2121,,,,
SG-CHH-pyro-Q,5103.4301,,,,
SG-CHH-pyro-Q,5136.2226,,,,
SG-CHH-pyro-Q,5153.2492,,,,
SG-CHH-pyro-Q,5163.2335,,,,
SG-CHH-pyro-Q,5164.2175,,,,
SG-CHH-pyro-Q,5181.2441,,,,
SG-CHH-pyro-Q,5198.5036,,,,
SG-CHH-pyro-Q,5199.4876,,,,
SG-CHH-pyro-Q,5216.5141,,,,
SG-CHH-pyro-Q,5250.2656,,,,
SG-CHH-pyro-Q,5267.2921,,,,
SG-CHH-pyro-Q,5277.2765,,,,
SG-CHH-pyro-Q,5278.2605,,,,
SG-CHH-pyro-Q,5295.287,,,,
SG-CHH-pyro-Q,5312.5465,,,,
SG-CHH-pyro-Q,5313.5305,,,,
SG-CHH-pyro-Q,5330.5571,,,,
SG-CHH-pyro-Q,5381.306,,,,
SG-CHH-pyro-Q,5398.3326,,,,
SG-CHH-pyro-Q,5408.3169,,,,
SG-CHH-pyro-Q,5409.301,,,,
SG-CHH-pyro-Q,5426.3275,,,,
SG-CHH-pyro-Q,5475.6098,,,,
SG-CHH-pyro-Q,5476.5938,,,,
SG-CHH-pyro-Q,5480.3745,,,,
SG-CHH-pyro-Q,5493.6204,,,,
SG-CHH-pyro-Q,5497.401,,,,
SG-CHH-pyro-Q,5507.3854,,,,
SG-CHH-pyro-Q,5508.3694,,,,
SG-CHH-pyro-Q,5525.3959,,,,
SG-CHH-pyro-Q,5578.619,,,,
SG-CHH-pyro-Q,5579.603,,,,
SG-CHH-pyro-Q,5593.4585,,,,
SG-CHH-pyro-Q,5596.6296,,,,
SG-CHH-pyro-Q,5610.4851,,,,
SG-CHH-pyro-Q,5620.4694,,,,
SG-CHH-pyro-Q,5621.4534,,,,
SG-CHH-pyro-Q,5638.48,,,,
SG-CHH-pyro-Q,5693.6459,,,,
SG-CHH-pyro-Q,5694.63,,,,
SG-CHH-pyro-Q,5711.6565,,,,
SG-CHH-pyro-Q,5749.5596,,,,
SG-CHH-pyro-Q,5766.5862,,,,
SG-CHH-pyro-Q,5776.5705,,,,
SG-CHH-pyro-Q,5777.5545,,,,
SG-CHH-pyro-Q,5794.5811,,,,
SG-CHH-pyro-Q,5808.6729,,,,
SG-CHH-pyro-Q,5809.6569,,,,
SG-CHH-pyro-Q,5826.6835,,,,
SG-CHH-pyro-Q,5877.6182,,,,
SG-CHH-pyro-Q,5894.6448,,,,
SG-CHH-pyro-Q,5904.6291,,,,
SG-CHH-pyro-Q,5905.6131,,,,
SG-CHH-pyro-Q,5911.6821,,,,
SG-CHH-pyro-Q,5912.6661,,,,
SG-CHH-pyro-Q,5922.6397,,,,
SG-CHH-pyro-Q,5929.6926,,,,
SG-CHH-pyro-Q,5980.6274,,,,
SG-CHH-pyro-Q,5997.6539,,,,
SG-CHH-pyro-Q,6007.6383,,,,
SG-CHH-pyro-Q,6008.6223,,,,
SG-CHH-pyro-Q,6010.7505,,,,
SG-CHH-pyro-Q,6011.7345,,,,
SG-CHH-pyro-Q,6025.6489,,,,
SG-CHH-pyro-Q,6028.7611,,,,
SG-CHH-pyro-Q,6111.6679,,,,
SG-CHH-pyro-Q,6128.6944,,,,
SG-CHH-pyro-Q,6138.6788,,,,
SG-CHH-pyro-Q,6139.6628,,,,
SG-CHH-pyro-Q,6147.8094,,,,
SG-CHH-pyro-Q,6148.7934,,,,
SG-CHH-pyro-Q,6156.6893,,,,
SG-CHH-pyro-Q,6165.82,,,,
SG-CHH-pyro-Q,6240.7105,,,,
SG-CHH-pyro-Q,6257.737,,,,
SG-CHH-pyro-Q,6267.7214,,,,
SG-CHH-pyro-Q,6268.7054,,,,
SG-CHH-pyro-Q,6276.852,,,,
SG-CHH-pyro-Q,6277.836,,,,
SG-CHH-pyro-Q,6285.7319,,,,
SG-CHH-pyro-Q,6294.8626,,,,
SG-CHH-pyro-Q,6355.7374,,,,
SG-CHH-pyro-Q,6372.764,,,,
SG-CHH-pyro-Q,6382.7483,,,,
SG-CHH-pyro-Q,6383.7323,,,,
SG-CHH-pyro-Q,6389.9361,,,,
SG-CHH-pyro-Q,6390.9201,,,,
SG-CHH-pyro-Q,6400.7589,,,,
SG-CHH-pyro-Q,6407.9466,,,,
SG-CHH-pyro-Q,6468.8215,,,,
SG-CHH-pyro-Q,6485.848,,,,
SG-CHH-pyro-Q,6495.8324,,,,
SG-CHH-pyro-Q,6496.8164,,,,
SG-CHH-pyro-Q,6513.8429,,,,
SG-CHH-pyro-Q,6518.9786,,,,
SG-CHH-pyro-Q,6519.9627,,,,
SG-CHH-pyro-Q,6536.9892,,,,
SG-CHH-pyro-Q,6581.9055,,,,
SG-CHH-pyro-Q,6598.9321,,,,
SG-CHH-pyro-Q,6608.9164,,,,
SG-CHH-pyro-Q,6609.9005,,,,
SG-CHH-pyro-Q,6626.927,,,,
SG-CHH-pyro-Q,6633.0216,,,,
SG-CHH-pyro-Q,6634.0056,,,,
SG-CHH-pyro-Q,6651.0321,,,,
SG-CHH-pyro-Q,6694.9896,,,,
SG-CHH-pyro-Q,6712.0162,,,,
SG-CHH-pyro-Q,6722.0005,,,,
SG-CHH-pyro-Q,6722.9845,,,,
SG-CHH-pyro-Q,6740.0111,,,,
SG-CHH-pyro-Q,6780.09,,,,
SG-CHH-pyro-Q,6781.074,,,,
SG-CHH-pyro-Q,6798.1006,,,,
SG-CHH-pyro-Q,6826.0301,,,,
SG-CHH-pyro-Q,6843.0566,,,,
SG-CHH-pyro-Q,6853.041,,,,
SG-CHH-pyro-Q,6854.025,,,,
SG-CHH-pyro-Q,6871.0516,,,,
SG-CHH-pyro-Q,6893.1741,,,,
SG-CHH-pyro-Q,6894.1581,,,,
SG-CHH-pyro-Q,6911.1846,,,,
SG-CHH-pyro-Q,6941.057,,,,
SG-CHH-pyro-Q,6958.0836,,,,
SG-CHH-pyro-Q,6964.2112,,,,
SG-CHH-pyro-Q,6965.1952,,,,
SG-CHH-pyro-Q,6968.0679,,,,
SG-CHH-pyro-Q,6969.0519,,,,
SG-CHH-pyro-Q,6982.2217,,,,
SG-CHH-pyro-Q,6986.0785,,,,
SG-CHH-pyro-Q,7055.1,,,,
SG-CHH-pyro-Q,7072.1265,,,,
SG-CHH-pyro-Q,7082.1109,,,,
SG-CHH-pyro-Q,7083.0949,,,,
SG-CHH-pyro-Q,7100.1214,,,,
SG-CHH-pyro-Q,7120.3123,,,,
SG-CHH-pyro-Q,7121.2963,,,,
SG-CHH-pyro-Q,7138.3228,,,,
SG-CHH-pyro-Q,7202.1684,,,,
SG-CHH-pyro-Q,7219.1949,,,,
SG-CHH-pyro-Q,7229.1793,,,,
SG-CHH-pyro-Q,7230.1633,,,,
SG-CHH-pyro-Q,7235.3392,,,,
SG-CHH-pyro-Q,7236.3232,,,,
SG-CHH-pyro-Q,7247.1898,,,,
SG-CHH-pyro-Q,7253.3498,,,,
SG-CHH-pyro-Q,7331.211,,,,
SG-CHH-pyro-Q,7348.2375,,,,
SG-CHH-pyro-Q,7358.2219,,,,
SG-CHH-pyro-Q,7359.2059,,,,
SG-CHH-pyro-Q,7376.2324,,,,
SG-CHH-pyro-Q,7398.4025,,,,
SG-CHH-pyro-Q,7399.3866,,,,
SG-CHH-pyro-Q,7416.4131,,,,
SG-CHH-pyro-Q,7460.2536,,,,
SG-CHH-pyro-Q,7477.2801,,,,
SG-CHH-pyro-Q,7487.2645,,,,
SG-CHH-pyro-Q,7488.2485,,,,
SG-CHH-pyro-Q,7497.471,,,,
SG-CHH-pyro-Q,7498.455,,,,
SG-CHH-pyro-Q,7505.275,,,,
SG-CHH-pyro-Q,7515.4815,,,,
SG-CHH-pyro-Q,7554.4924,,,,
SG-CHH-pyro-Q,7555.4764,,,,
SG-CHH-pyro-Q,7572.503,,,,
SG-CHH-pyro-Q,7623.3169,,,,
SG-CHH-pyro-Q,7640.3434,,,,
SG-CHH-pyro-Q,7650.3278,,,,
SG-CHH-pyro-Q,7651.3118,,,,
SG-CHH-pyro-Q,7668.3384,,,,
SG-CHH-pyro-Q,7682.5874,,,,
SG-CHH-pyro-Q,7683.5714,,,,
SG-CHH-pyro-Q,7694.354,,,,
SG-CHH-pyro-Q,7700.598,,,,
SG-CHH-pyro-Q,7711.3806,,,,
SG-CHH-pyro-Q,7721.3649,,,,
SG-CHH-pyro-Q,7722.3489,,,,
SG-CHH-pyro-Q,7739.3755,,,,
SG-CHH-pyro-Q,7785.5966,,,,
SG-CHH-pyro-Q,7786.5806,,,,
SG-CHH-pyro-Q,7803.6071,,,,
SG-CHH-pyro-Q,7850.4551,,,,
SG-CHH-pyro-Q,7867.4817,,,,
SG-CHH-pyro-Q,7872.6286,,,,
SG-CHH-pyro-Q,7873.6126,,,,
SG-CHH-pyro-Q,7877.466,,,,
SG-CHH-pyro-Q,7878.45,,,,
SG-CHH-pyro-Q,7890.6392,,,,
SG-CHH-pyro-Q,7895.4766,,,,
SG-CHH-pyro-Q,7959.6606,,,,
SG-CHH-pyro-Q,7960.6446,,,,
SG-CHH-pyro-Q,7977.6712,,,,
SG-CHH-pyro-Q,7978.5501,,,,
SG-CHH-pyro-Q,7995.5766,,,,
SG-CHH-pyro-Q,8005.561,,,,
SG-CHH-pyro-Q,8006.545,,,,
SG-CHH-pyro-Q,8023.5715,,,,
SG-CHH-pyro-Q,8074.6876,,,,
SG-CHH-pyro-Q,8075.6716,,,,
SG-CHH-pyro-Q,8091.6341,,,,
SG-CHH-pyro-Q,8092.6981,,,,
SG-CHH-pyro-Q,8108.6607,,,,
SG-CHH-pyro-Q,8118.645,,,,
SG-CHH-pyro-Q,8119.6291,,,,
SG-CHH-pyro-Q,8136.6556,,,,
SG-CHH-pyro-Q,8219.6927,,,,
SG-CHH-pyro-Q,8236.7193,,,,
SG-CHH-pyro-Q,8237.7509,,,,
SG-CHH-pyro-Q,8238.7349,,,,
SG-CHH-pyro-Q,8246.7036,,,,
SG-CHH-pyro-Q,8247.6876,,,,
SG-CHH-pyro-Q,8255.7615,,,,
SG-CHH-pyro-Q,8264.7142,,,,
SG-CHH-pyro-Q,8282.7247,,,,
SG-CHH-pyro-Q,8318.7611,,,,
SG-CHH-pyro-Q,8335.7877,,,,
SG-CHH-pyro-Q,8345.772,,,,
SG-CHH-pyro-Q,8346.756,,,,
SG-CHH-pyro-Q,8350.835,,,,
SG-CHH-pyro-Q,8351.819,,,,
SG-CHH-pyro-Q,8363.7826,,,,
SG-CHH-pyro-Q,8368.8455,,,,
SG-CHH-pyro-Q,8381.7932,,,,
SG-CHH-pyro-Q,8461.867,,,,
SG-CHH-pyro-Q,8462.851,,,,
SG-CHH-pyro-Q,8479.8776,,,,
SG-CHH,214.155,,,,
SG-CHH,242.1499,,,,
SG-CHH,377.2183,,,,
SG-CHH,405.2132,,,,
SG-CHH,492.2453,,,,
SG-CHH,502.2296,,,,
SG-CHH,520.2402,,,,
SG-CHH,579.2773,,,,
SG-CHH,589.2617,,,,
SG-CHH,607.2722,,,,
SG-CHH,666.3093,,,,
SG-CHH,676.2937,,,,
SG-CHH,694.3042,,,,
SG-CHH,769.3185,,,,
SG-CHH,779.3029,,,,
SG-CHH,797.3134,,,,
SG-CHH,897.4135,,,,
SG-CHH,907.3978,,,,
SG-CHH,925.4084,,,,
SG-CHH,954.4349,,,,
SG-CHH,964.4193,,,,
SG-CHH,982.4299,,,,
SG-CHH,1053.5034,,,,
SG-CHH,1063.4877,,,,
SG-CHH,1081.4983,,,,
SG-CHH,1216.5667,,,,
SG-CHH,1226.551,,,,
SG-CHH,1244.5616,,,,
SG-CHH,1331.5936,,,,
SG-CHH,1341.578,,,,
SG-CHH,1359.5885,,,,
SG-CHH,1487.6947,,,,
SG-CHH,1497.6791,,,,
SG-CHH,1515.6897,,,,
SG-CHH,1558.7319,,,,
SG-CHH,1568.7162,,,,
SG-CHH,1586.7268,,,,
SG-CHH,1671.8159,,,,
SG-CHH,1681.8003,,,,
SG-CHH,1699.8108,,,,
SG-CHH,1818.8843,,,,
SG-CHH,1828.8687,,,,
SG-CHH,1846.8792,,,,
SG-CHH,1932.9273,,,,
SG-CHH,1942.9116,,,,
SG-CHH,1960.9222,,,,
SG-CHH,2061.9699,,,,
SG-CHH,2071.9542,,,,
SG-CHH,2089.9648,,,,
SG-CHH,2175.0539,,,,
SG-CHH,2185.0383,,,,
SG-CHH,2203.0488,,,,
SG-CHH,2304.0965,,,,
SG-CHH,2314.0809,,,,
SG-CHH,2332.0914,,,,
SG-CHH,2441.1554,,,,
SG-CHH,2451.1398,,,,
SG-CHH,2469.1503,,,,
SG-CHH,2540.2238,,,,
SG-CHH,2550.2082,,,,
SG-CHH,2568.2187,,,,
SG-CHH,2643.233,,,,
SG-CHH,2653.2174,,,,
SG-CHH,2671.2279,,,,
SG-CHH,2758.26,,,,
SG-CHH,2768.2443,,,,
SG-CHH,2786.2549,,,,
SG-CHH,2873.2869,,,,
SG-CHH,2883.2713,,,,
SG-CHH,2901.2818,,,,
SG-CHH,2976.2961,,,,
SG-CHH,2986.2804,,,,
SG-CHH,3004.291,,,,
SG-CHH,3139.3594,,,,
SG-CHH,3149.3438,,,,
SG-CHH,3167.3543,,,,
SG-CHH,3253.4023,,,,
SG-CHH,3263.3867,,,,
SG-CHH,3281.3973,,,,
SG-CHH,3366.4864,,,,
SG-CHH,3376.4708,,,,
SG-CHH,3394.4813,,,,
SG-CHH,3529.5497,,,,
SG-CHH,3539.5341,,,,
SG-CHH,3557.5447,,,,
SG-CHH,3685.6508,,,,
SG-CHH,3695.6352,,,,
SG-CHH,3713.6458,,,,
SG-CHH,3799.6938,,,,
SG-CHH,3809.6781,,,,
SG-CHH,3827.6887,,,,
SG-CHH,3886.7258,,,,
SG-CHH,3896.7102,,,,
SG-CHH,3914.7207,,,,
SG-CHH,4042.8269,,,,
SG-CHH,4052.8113,,,,
SG-CHH,4070.8218,,,,
SG-CHH,4141.8953,,,,
SG-CHH,4151.8797,,,,
SG-CHH,4169.8902,,,,
SG-CHH,4212.9324,,,,
SG-CHH,4222.9168,,,,
SG-CHH,4240.9274,,,,
SG-CHH,4299.9645,,,,
SG-CHH,4309.9488,,,,
SG-CHH,4327.9594,,,,
SG-CHH,4356.9859,,,,
SG-CHH,4366.9703,,,,
SG-CHH,4384.9809,,,,
SG-CHH,4459.9951,,,,
SG-CHH,4469.9795,,,,
SG-CHH,4487.99,,,,
SG-CHH,4616.0962,,,,
SG-CHH,4626.0806,,,,
SG-CHH,4644.0911,,,,
SG-CHH,4703.1283,,,,
SG-CHH,4713.1126,,,,
SG-CHH,4731.1232,,,,
SG-CHH,4817.1712,,,,
SG-CHH,4827.1555,,,,
SG-CHH,4845.1661,,,,
SG-CHH,4920.1804,,,,
SG-CHH,4930.1647,,,,
SG-CHH,4948.1753,,,,
SG-CHH,5083.2437,,,,
SG-CHH,5093.2281,,,,
SG-CHH,5111.2386,,,,
SG-CHH,5170.2757,,,,
SG-CHH,5180.2601,,,,
SG-CHH,5198.2706,,,,
SG-CHH,5284.3187,,,,
SG-CHH,5294.303,,,,
SG-CHH,5312.3136,,,,
SG-CHH,5415.3591,,,,
SG-CHH,5425.3435,,,,
SG-CHH,5443.3541,,,,
SG-CHH,5514.4276,,,,
SG-CHH,5524.4119,,,,
SG-CHH,5542.4225,,,,
SG-CHH,5627.5116,,,,
SG-CHH,5637.496,,,,
SG-CHH,5655.5065,,,,
SG-CHH,5783.6127,,,,
SG-CHH,5793.5971,,,,
SG-CHH,5811.6076,,,,
SG-CHH,5911.6713,,,,
SG-CHH,5921.6557,,,,
SG-CHH,5939.6662,,,,
SG-CHH,6014.6805,,,,
SG-CHH,6024.6648,,,,
SG-CHH,6042.6754,,,,
SG-CHH,6145.721,,,,
SG-CHH,6155.7053,,,,
SG-CHH,6173.7159,,,,
SG-CHH,6274.7636,,,,
SG-CHH,6284.7479,,,,
SG-CHH,6302.7585,,,,
SG-CHH,6389.7905,,,,
SG-CHH,6399.7749,,,,
SG-CHH,6417.7854,,,,
SG-CHH,6502.8746,,,,
SG-CHH,6512.8589,,,,
SG-CHH,6530.8695,,,,
SG-CHH,6615.9586,,,,
SG-CHH,6625.943,,,,
SG-CHH,6643.9536,,,,
SG-CHH,6729.0427,,,,
SG-CHH,6739.0271,,,,
SG-CHH,6757.0376,,,,
SG-CHH,6860.0832,,,,
SG-CHH,6870.0675,,,,
SG-CHH,6888.0781,,,,
SG-CHH,6975.1101,,,,
SG-CHH,6985.0945,,,,
SG-CHH,7003.105,,,,
SG-CHH,7089.1531,,,,
SG-CHH,7099.1374,,,,
SG-CHH,7117.148,,,,
SG-CHH,7236.2215,,,,
SG-CHH,7246.2058,,,,
SG-CHH,7264.2164,,,,
SG-CHH,7365.2641,,,,
SG-CHH,7375.2484,,,,
SG-CHH,7393.259,,,,
SG-CHH,7494.3067,,,,
SG-CHH,7504.291,,,,
SG-CHH,7522.3016,,,,
SG-CHH,7657.37,,,,
SG-CHH,7667.3543,,,,
SG-CHH,7685.3649,,,,
SG-CHH,7728.4071,,,,
SG-CHH,7738.3915,,,,
SG-CHH,7756.402,,,,
SG-CHH,7884.5082,,,,
SG-CHH,7894.4926,,,,
SG-CHH,7912.5031,,,,
SG-CHH,8012.6032,,,,
SG-CHH,8022.5875,,,,
SG-CHH,8040.5981,,,,
SG-CHH,8125.6872,,,,
SG-CHH,8135.6716,,,,
SG-CHH,8153.6822,,,,
SG-CHH,8253.7458,,,,
SG-CHH,8263.7302,,,,
SG-CHH,8281.7407,,,,
SG-CHH,8299.7513,,,,
SG-CHH,8352.8142,,,,
SG-CHH,8362.7986,,,,
SG-CHH,8380.8091,,,,
SG-CHH,8398.8197,,,,
SG-CHH,8478.8935,,,,
SG-CHH,8496.9041,,,,
PO-CHH,76.0393,,,,
PO-CHH,215.1139,,,,
PO-CHH,232.1404,,,,
PO-CHH,328.1979,,,,
PO-CHH,345.2245,,,,
PO-CHH,399.235,,,,
PO-CHH,416.2616,,,,
PO-CHH,513.278,,,,
PO-CHH,514.262,,,,
PO-CHH,531.2885,,,,
PO-CHH,669.3791,,,,
PO-CHH,670.3631,,,,
PO-CHH,687.3896,,,,
PO-CHH,768.4475,,,,
PO-CHH,769.4315,,,,
PO-CHH,786.4581,,,,
PO-CHH,881.5316,,,,
PO-CHH,882.5156,,,,
PO-CHH,899.5421,,,,
PO-CHH,994.6156,,,,
PO-CHH,995.5996,,,,
PO-CHH,1012.6262,,,,
PO-CHH,1125.6561,,,,
PO-CHH,1126.6401,,,,
PO-CHH,1143.6667,,,,
PO-CHH,1240.6831,,,,
PO-CHH,1241.6671,,,,
PO-CHH,1258.6936,,,,
PO-CHH,1369.7256,,,,
PO-CHH,1370.7097,,,,
PO-CHH,1387.7362,,,,
PO-CHH,1466.7784,,,,
PO-CHH,1467.7624,,,,
PO-CHH,1484.789,,,,
PO-CHH,1629.8417,,,,
PO-CHH,1630.8258,,,,
PO-CHH,1647.8523,,,,
PO-CHH,1776.9102,,,,
PO-CHH,1777.8942,,,,
PO-CHH,1794.9207,,,,
PO-CHH,1889.9942,,,,
PO-CHH,1890.9782,,,,
PO-CHH,1908.0048,,,,
PO-CHH,2019.0368,,,,
PO-CHH,2020.0208,,,,
PO-CHH,2037.0474,,,,
PO-CHH,2147.0954,,,,
PO-CHH,2148.0794,,,,
PO-CHH,2165.106,,,,
PO-CHH,2246.1638,,,,
PO-CHH,2247.1478,,,,
PO-CHH,2264.1744,,,,
PO-CHH,2349.173,,,,
PO-CHH,2350.157,,,,
PO-CHH,2367.1835,,,,
PO-CHH,2450.2207,,,,
PO-CHH,2451.2047,,,,
PO-CHH,2468.2312,,,,
PO-CHH,2579.2633,,,,
PO-CHH,2580.2473,,,,
PO-CHH,2597.2738,,,,
PO-CHH,2726.3317,,,,
PO-CHH,2727.3157,,,,
PO-CHH,2744.3422,,,,
PO-CHH,2857.3722,,,,
PO-CHH,2858.3562,,,,
PO-CHH,2875.3827,,,,
PO-CHH,2988.4126,,,,
PO-CHH,2989.3967,,,,
PO-CHH,3006.4232,,,,
PO-CHH,3102.4556,,,,
PO-CHH,3103.4396,,,,
PO-CHH,3120.4661,,,,
PO-CHH,3217.4825,,,,
PO-CHH,3218.4665,,,,
PO-CHH,3235.4931,,,,
PO-CHH,3364.5509,,,,
PO-CHH,3365.5349,,,,
PO-CHH,3382.5615,,,,
PO-CHH,3467.5601,,,,
PO-CHH,3468.5441,,,,
PO-CHH,3485.5707,,,,
PO-CHH,3581.603,,,,
PO-CHH,3582.5871,,,,
PO-CHH,3599.6136,,,,
PO-CHH,3710.6456,,,,
PO-CHH,3711.6296,,,,
PO-CHH,3728.6562,,,,
PO-CHH,3866.7467,,,,
PO-CHH,3867.7308,,,,
PO-CHH,3884.7573,,,,
PO-CHH,3969.7559,,,,
PO-CHH,3970.7399,,,,
PO-CHH,3987.7665,,,,
PO-CHH,4026.7774,,,,
PO-CHH,4027.7614,,,,
PO-CHH,4044.788,,,,
PO-CHH,4113.8094,,,,
PO-CHH,4114.7934,,,,
PO-CHH,4131.82,,,,
PO-CHH,4184.8465,,,,
PO-CHH,4185.8305,,,,
PO-CHH,4202.8571,,,,
PO-CHH,4283.9149,,,,
PO-CHH,4284.899,,,,
PO-CHH,4301.9255,,,,
PO-CHH,4440.0161,,,,
PO-CHH,4441.0001,,,,
PO-CHH,4458.0266,,,,
PO-CHH,4527.0481,,,,
PO-CHH,4528.0321,,,,
PO-CHH,4545.0586,,,,
PO-CHH,4641.091,,,,
PO-CHH,4642.075,,,,
PO-CHH,4659.1016,,,,
PO-CHH,4728.1123,,,,
PO-CHH,4745.1388,,,,
PO-CHH,4755.1232,,,,
PO-CHH,4756.1072,,,,
PO-CHH,4773.1337,,,,
PO-CHH,4797.1921,,,,
PO-CHH,4798.1761,,,,
PO-CHH,4815.2027,,,,
PO-CHH,4842.1552,,,,
PO-CHH,4859.1818,,,,
PO-CHH,4869.1661,,,,
PO-CHH,4870.1501,,,,
PO-CHH,4887.1767,,,,
PO-CHH,4945.1644,,,,
PO-CHH,4960.2555,,,,
PO-CHH,4961.2395,,,,
PO-CHH,4962.1909,,,,
PO-CHH,4972.1753,,,,
PO-CHH,4973.1593,,,,
PO-CHH,4978.266,,,,
PO-CHH,4990.1859,,,,
PO-CHH,5073.3395,,,,
PO-CHH,5074.3235,,,,
PO-CHH,5091.3501,,,,
PO-CHH,5092.2328,,,,
PO-CHH,5109.2594,,,,
PO-CHH,5119.2437,,,,
PO-CHH,5120.2277,,,,
PO-CHH,5137.2543,,,,
PO-CHH,5187.3824,,,,
PO-CHH,5188.3665,,,,
PO-CHH,5205.393,,,,
PO-CHH,5207.2597,,,,
PO-CHH,5224.2863,,,,
PO-CHH,5234.2706,,,,
PO-CHH,5235.2547,,,,
PO-CHH,5252.2812,,,,
PO-CHH,5321.3027,,,,
PO-CHH,5338.3292,,,,
PO-CHH,5348.3136,,,,
PO-CHH,5349.2976,,,,
PO-CHH,5350.4458,,,,
PO-CHH,5351.4298,,,,
PO-CHH,5366.3241,,,,
PO-CHH,5368.4563,,,,
PO-CHH,5452.3432,,,,
PO-CHH,5453.455,,,,
PO-CHH,5454.439,,,,
PO-CHH,5469.3697,,,,
PO-CHH,5471.4655,,,,
PO-CHH,5479.3541,,,,
PO-CHH,5480.3381,,,,
PO-CHH,5497.3646,,,,
PO-CHH,5568.4819,,,,
PO-CHH,5569.4659,,,,
PO-CHH,5583.3836,,,,
PO-CHH,5586.4925,,,,
PO-CHH,5600.4102,,,,
PO-CHH,5610.3945,,,,
PO-CHH,5611.3786,,,,
PO-CHH,5628.4051,,,,
PO-CHH,5683.5088,,,,
PO-CHH,5684.4929,,,,
PO-CHH,5701.5194,,,,
PO-CHH,5730.4521,,,,
PO-CHH,5747.4786,,,,
PO-CHH,5757.463,,,,
PO-CHH,5758.447,,,,
PO-CHH,5775.4735,,,,
PO-CHH,5786.518,,,,
PO-CHH,5787.502,,,,
PO-CHH,5804.5286,,,,
PO-CHH,5859.4946,,,,
PO-CHH,5876.5212,,,,
PO-CHH,5885.5864,,,,
PO-CHH,5886.5055,,,,
PO-CHH,5886.5705,,,,
PO-CHH,5887.4896,,,,
PO-CHH,5903.597,,,,
PO-CHH,5904.5161,,,,
PO-CHH,5960.5423,,,,
PO-CHH,5977.5689,,,,
PO-CHH,5987.5532,,,,
PO-CHH,5988.5372,,,,
PO-CHH,6005.5638,,,,
PO-CHH,6022.6454,,,,
PO-CHH,6023.6294,,,,
PO-CHH,6040.6559,,,,
PO-CHH,6063.5515,,,,
PO-CHH,6080.5781,,,,
PO-CHH,6090.5624,,,,
PO-CHH,6091.5464,,,,
PO-CHH,6108.573,,,,
PO-CHH,6151.6879,,,,
PO-CHH,6152.672,,,,
PO-CHH,6162.6199,,,,
PO-CHH,6169.6985,,,,
PO-CHH,6179.6465,,,,
PO-CHH,6189.6308,,,,
PO-CHH,6190.6148,,,,
PO-CHH,6207.6414,,,,
PO-CHH,6264.772,,,,
PO-CHH,6265.756,,,,
PO-CHH,6282.7826,,,,
PO-CHH,6290.6785,,,,
PO-CHH,6307.7051,,,,
PO-CHH,6317.6894,,,,
PO-CHH,6318.6734,,,,
PO-CHH,6335.7,,,,
PO-CHH,6393.8146,,,,
PO-CHH,6394.7986,,,,
PO-CHH,6411.8252,,,,
PO-CHH,6419.7211,,,,
PO-CHH,6436.7476,,,,
PO-CHH,6446.732,,,,
PO-CHH,6447.716,,,,
PO-CHH,6464.7426,,,,
PO-CHH,6507.8575,,,,
PO-CHH,6508.8415,,,,
PO-CHH,6525.8681,,,,
PO-CHH,6532.8052,,,,
PO-CHH,6549.8317,,,,
PO-CHH,6559.8161,,,,
PO-CHH,6560.8001,,,,
PO-CHH,6577.8266,,,,
PO-CHH,6654.9259,,,,
PO-CHH,6655.91,,,,
PO-CHH,6672.9365,,,,
PO-CHH,6679.8736,,,,
PO-CHH,6696.9001,,,,
PO-CHH,6706.8845,,,,
PO-CHH,6707.8685,,,,
PO-CHH,6724.895,,,,
PO-CHH,6768.01,,,,
PO-CHH,6768.994,,,,
PO-CHH,6786.0206,,,,
PO-CHH,6839.0471,,,,
PO-CHH,6840.0311,,,,
PO-CHH,6842.9369,,,,
PO-CHH,6857.0577,,,,
